id,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range,price_range_2
954,1053,0,2.5,1,2.5649493574615367,1,3,0.6,86,4,19,111.58239229015197,1097,792,17,1.9459101490553132,7,1,0,1,0,low cost
955,1772,0,2.4,1,1.791759469228055,0,8,0.1,135,3,13,131.87331491584382,1544,2297,8,1.9459101490553132,4,1,0,1,2,high cost
956,1891,1,1.3,1,2.3978952727983707,1,23,0.4,158,2,17,85.81687807221884,1357,2610,9,1.791759469228055,10,1,0,0,2,high cost
957,937,1,1.5,0,1.0986122886681098,1,44,0.8,133,4,6,112.07334643244322,1782,493,9,2.0794415416798357,15,1,0,1,0,low cost
958,913,0,2.9,0,2.6390573296152584,1,34,0.7,183,4,19,90.47620240337046,1726,2800,7,1.0986122886681098,9,1,1,0,2,high cost
959,1066,1,0.9,0,1.6094379124341003,0,43,0.4,101,6,11,109.69640649609528,880,3856,14,0.0,6,1,0,1,3,very high cost
960,840,1,1.6,1,0.0,0,7,0.9,147,2,3,33.49450395558784,674,3327,19,1.9459101490553132,12,0,0,1,2,high cost
961,710,1,2.3,1,0.6931471805599453,1,24,0.4,153,2,3,146.20783147408952,1895,3678,18,1.6094379124341003,18,1,1,1,3,very high cost
962,623,1,0.5,1,1.791759469228055,1,29,0.9,134,3,10,61.77298557406005,1814,717,12,1.791759469228055,13,1,0,0,0,low cost
963,700,1,1.3,0,1.0986122886681098,0,40,0.1,150,8,11,92.97223361002543,1325,2537,15,2.3978952727983707,8,1,1,1,2,high cost
964,995,0,2.6,1,1.6094379124341003,0,7,0.8,157,1,6,130.9509667005039,1804,1272,16,1.9459101490553132,8,0,1,1,1,medium cost
965,1325,0,1.3,1,2.3978952727983707,1,33,0.9,165,1,12,144.0545915445935,1967,726,10,1.0986122886681098,12,1,1,1,1,medium cost
966,1982,1,2.6,1,2.0794415416798357,1,43,0.3,113,4,8,134.81782775751736,1679,1791,9,1.0986122886681098,8,1,1,0,2,high cost
967,1401,0,2.7,0,0.0,0,16,0.1,187,5,4,115.05474750608546,1028,2668,11,2.1972245773362196,20,1,0,0,2,high cost
968,636,1,2.6,1,2.0794415416798357,1,55,0.3,183,2,14,102.97379237507263,1596,3558,10,2.0794415416798357,10,1,1,1,3,very high cost
969,1637,1,0.6,1,2.5649493574615367,1,57,0.5,111,8,17,2.7171337665520854,940,3329,11,2.302585092994046,6,1,1,0,3,very high cost
970,1036,0,0.9,0,2.833213344056216,0,9,0.2,119,3,18,26.59824696008285,502,299,11,2.1972245773362196,16,1,1,0,0,low cost
971,1247,1,2.1,0,2.3978952727983707,1,63,0.1,116,4,12,47.24984978275774,1028,2999,9,1.3862943611198906,20,1,1,0,2,high cost
972,1207,0,1.1,1,2.302585092994046,1,56,0.1,141,6,11,32.34948040556352,560,2293,12,1.6094379124341003,19,1,1,0,1,medium cost
973,1198,1,0.5,1,0.0,0,31,0.6,125,7,7,88.03424322175591,1223,2777,16,1.3862943611198906,20,1,0,0,2,high cost
974,1796,1,0.5,0,0.0,0,44,0.2,169,4,4,107.70074814639996,1803,1378,12,0.0,13,1,0,1,1,medium cost
975,1855,0,1.0,1,2.1972245773362196,0,58,0.9,145,4,14,120.3346727384622,1883,2834,14,1.0986122886681098,3,1,1,0,3,very high cost
976,1557,1,1.6,0,2.0794415416798357,0,26,0.3,154,5,14,96.68094462617051,1790,885,17,1.0986122886681098,5,0,1,1,1,medium cost
977,958,0,0.5,1,0.0,1,47,0.7,116,8,0,64.9843924596378,501,1706,6,1.0986122886681098,2,1,1,0,1,medium cost
978,1882,1,2.1,1,0.0,0,17,0.1,127,8,5,62.6243387321805,1171,2996,9,1.9459101490553132,3,1,0,0,3,very high cost
979,1489,0,0.5,1,2.0794415416798357,0,60,0.8,197,7,10,2.7171337665520854,719,677,5,1.0986122886681098,11,1,0,1,0,low cost
980,1980,0,0.5,1,2.0794415416798357,0,15,0.4,141,6,12,84.26587178575069,1029,1710,11,1.0986122886681098,11,1,1,0,1,medium cost
981,1235,0,1.8,1,1.3862943611198906,0,21,0.5,197,3,4,128.2471192878287,1284,464,14,1.0986122886681098,17,0,1,1,0,low cost
982,829,0,2.6,1,2.4849066497880004,1,10,0.1,132,2,13,70.36778729432163,833,975,12,1.9459101490553132,8,1,1,1,0,low cost
983,1998,1,0.5,0,1.9459101490553132,0,47,0.2,182,4,7,142.24626644895122,1837,3918,9,1.6094379124341003,9,1,0,1,3,very high cost
984,1814,0,1.6,0,1.9459101490553132,1,3,0.7,156,5,16,125.76089396800083,1666,2489,9,1.3862943611198906,12,1,1,0,3,very high cost
985,1711,1,0.5,1,0.6931471805599453,1,12,1.0,97,1,18,108.50583934765078,1199,2461,9,1.6094379124341003,9,1,1,0,2,high cost
986,971,1,2.1,0,2.302585092994046,0,7,0.3,143,4,17,120.04297655714342,1885,811,18,1.0986122886681098,13,1,1,0,0,low cost
987,991,0,2.6,0,0.0,0,19,0.5,133,7,2,85.65543394056215,767,1358,16,2.70805020110221,20,0,1,0,0,low cost
988,905,0,1.9,1,2.4849066497880004,1,12,0.7,173,7,12,76.42127851893494,1021,852,19,0.0,3,1,1,0,0,low cost
989,1653,1,1.3,0,0.0,0,49,0.7,99,7,4,52.82376817746053,936,377,9,2.0794415416798357,10,1,0,0,0,low cost
990,635,1,1.9,1,0.0,1,57,1.0,136,6,11,128.46521713241643,1597,3954,15,1.6094379124341003,20,1,1,0,3,very high cost
991,1807,0,1.2,0,1.6094379124341003,0,37,0.8,162,1,11,58.35309040143156,932,2741,7,0.6931471805599453,9,1,1,1,2,high cost
992,1797,1,2.6,0,1.6094379124341003,0,42,0.6,174,3,20,22.903628357747884,1169,3359,16,1.9459101490553132,18,1,1,1,3,very high cost
993,1895,0,0.5,1,0.0,1,62,0.9,99,2,0,117.31386468739244,1698,2563,10,2.1972245773362196,13,1,0,1,3,very high cost
994,567,1,2.7,1,2.70805020110221,1,56,0.4,165,8,17,88.73062667697654,1290,336,7,1.9459101490553132,7,1,1,1,0,low cost
995,936,1,1.4,1,0.0,0,46,0.8,139,2,0,60.782867550229106,886,684,8,1.791759469228055,12,1,1,1,0,low cost
996,1700,1,1.9,0,0.0,1,54,0.5,170,7,17,95.23652237265196,913,2121,14,2.1972245773362196,15,1,1,0,2,high cost
997,609,0,1.8,1,0.0,0,13,0.9,186,4,2,123.74860898032364,1632,1933,8,0.6931471805599453,19,0,1,1,1,medium cost
998,1185,0,1.4,0,0.6931471805599453,1,8,0.5,80,1,12,82.41965169806689,825,1223,5,0.0,14,1,0,0,0,low cost
999,1533,1,0.5,1,0.0,0,50,0.4,171,2,12,16.67184249324726,832,2509,15,2.4849066497880004,6,0,1,0,2,high cost
1000,1270,1,0.5,0,1.6094379124341003,1,35,0.1,140,6,19,80.69119820837798,608,2828,9,1.0986122886681098,3,1,0,1,2,high cost
